label,sub_type,r,g,b,rg_ratio
Pear,Pear 2,209.56,200.14,178.35,1.047
Pear,Pear 2,209.31,188.41,176.62,1.1109
Pear,Pear 2,221.79,215.43,196.42,1.0295
Pear,Pear 2,224.22,218.87,199.73,1.0245
Pear,Pear 2,194.87,184.33,171.02,1.0572
Pear,Pear 2,205.72,187.25,174.36,1.0986
Pear,Pear 2,213.47,207.24,186.0,1.03
Pear,Pear 2,207.53,197.74,171.93,1.0495
Pear,Pear 2,205.66,187.49,174.59,1.0969
Pear,Pear 2,212.75,189.22,184.46,1.1244
Pear,Pear 2,212.94,189.94,184.78,1.1211
Pear,Pear 2,191.38,151.42,142.19,1.2639
Pear,Pear 2,200.66,171.52,165.28,1.1699
Pear,Pear 2,202.37,167.12,163.38,1.2109
Pear,Pear 2,201.26,168.72,164.36,1.1928
Pear,Pear 2,189.79,168.42,148.09,1.1269
Pear,Pear 2,212.96,181.89,178.37,1.1708
Pear,Pear 2,216.49,201.6,189.83,1.0739
Pear,Pear 2,201.38,167.24,163.68,1.2041
Pear,Pear 2,180.32,168.74,141.27,1.0686
Pear,Pear 2,223.03,215.91,195.13,1.033
Pear,Pear 2,206.51,185.28,172.93,1.1146
Pear,Pear 2,192.43,183.18,150.71,1.0505
Pear,Pear 2,177.15,165.24,136.71,1.0721
Pear,Pear 2,201.47,167.05,163.8,1.206
Pear,Pear 2,217.47,204.44,191.06,1.0637
Pear,Pear 2,205.55,195.09,168.05,1.0536
Pear,Pear 2,204.26,193.79,166.22,1.0541
Pear,Pear 2,192.77,152.36,144.77,1.2652
Pear,Pear 2,202.93,192.76,167.35,1.0528
Pear,Pear 2,222.23,216.42,197.26,1.0268
Pear,Pear 2,210.89,201.5,179.22,1.0466
Pear,Pear 2,200.41,188.72,158.98,1.0619
Pear,Pear 2,213.42,191.53,185.47,1.1143
Pear,Pear 2,223.59,218.34,199.42,1.024
Pear,Pear 2,223.82,218.56,199.71,1.0241
Pear,Pear 2,224.24,218.74,199.19,1.0252
Pear,Pear 2,202.39,182.6,174.24,1.1084
Pear,Pear 2,217.62,212.19,194.68,1.0256
Pear,Pear 2,215.5,210.18,191.55,1.0253
Pear,Pear 2,218.91,208.34,192.79,1.0508
Pear,Pear 2,201.0,175.52,168.04,1.1452
Pear,Pear 2,213.32,191.1,185.36,1.1163
Pear,Pear 2,199.99,188.93,162.1,1.0586
Pear,Pear 2,205.16,185.27,172.3,1.1073
Pear,Pear 2,200.68,172.02,165.54,1.1666
Pear,Pear 2,222.96,217.57,198.55,1.0247
Pear,Pear 2,197.21,185.31,157.19,1.0642
Pear,Pear 2,201.64,167.71,164.13,1.2023
Pear,Pear 2,212.14,193.57,180.68,1.0959
Pear,Pear 2,214.19,194.29,186.63,1.1025
Pear,Pear 2,200.89,172.67,166.08,1.1634
Pear,Pear 2,209.74,201.73,174.53,1.0397
Pear,Pear 2,200.84,171.03,165.05,1.1743
Pear,Pear 2,206.32,194.42,185.82,1.0612
Pear,Pear 2,195.25,182.56,153.62,1.0695
Pear,Pear 2,211.58,179.83,181.39,1.1765
Pear,Pear 2,196.53,157.25,152.01,1.2498
Pear,Pear 2,215.18,206.89,184.69,1.0401
Pear,Pear 2,216.09,210.06,191.98,1.0287
Pear,Pear 2,218.21,206.42,191.87,1.0571
Pear,Pear 2,211.85,184.97,182.85,1.1453
Pear,Pear 2,192.88,152.67,144.67,1.2634
Pear,Pear 2,216.8,209.88,186.74,1.0329
Pear,Pear 2,216.28,210.88,192.73,1.0256
Pear,Pear 2,202.23,179.93,171.96,1.1239
Pear,Pear 2,215.91,206.09,183.16,1.0477
Pear,Pear 2,223.68,218.4,199.55,1.0242
Pear,Pear 2,214.14,207.48,184.84,1.0321
Pear,Pear 2,201.71,182.88,168.71,1.103
Pear,Pear 2,212.27,204.46,178.52,1.0382
Pear,Pear 2,211.33,182.45,181.91,1.1583
Pear,Pear 2,205.42,185.14,172.18,1.1095
Pear,Pear 2,204.87,195.62,171.34,1.0473
Pear,Pear 2,203.14,188.93,175.46,1.0752
Pear,Pear 2,218.42,207.2,192.22,1.0542
Pear,Pear 2,211.64,178.96,180.24,1.1826
Pear,Pear 2,214.25,208.41,188.21,1.028
Pear,Pear 2,213.61,203.88,181.19,1.0477
Pear,Pear 2,200.94,168.97,164.09,1.1892
Pear,Pear 2,210.98,191.44,179.24,1.1021
Pear,Pear 2,215.85,206.12,183.37,1.0472
Pear,Pear 2,205.77,197.45,168.93,1.0422
Pear,Pear 2,212.92,203.38,181.08,1.0469
Pear,Pear 2,205.67,186.67,173.77,1.1018
Pear,Pear 2,224.13,218.76,199.38,1.0246
Pear,Pear 2,211.09,203.24,176.56,1.0387
Pear,Pear 2,189.85,150.04,140.0,1.2653
Pear,Pear 2,201.3,169.13,164.53,1.1902
Pear,Pear 2,214.25,193.97,186.65,1.1045
Pear,Pear 2,223.45,216.77,196.11,1.0308
Pear,Pear 2,212.28,187.72,183.66,1.1308
Pear,Pear 2,207.65,194.23,185.73,1.0691
Pear,Pear 2,191.04,179.58,152.9,1.0638
Pear,Pear 2,214.94,209.4,190.05,1.0265
Pear,Pear 2,224.26,218.68,199.04,1.0255
Pear,Pear 2,189.37,177.88,150.8,1.0646
Pear,Pear 2,201.65,166.72,163.71,1.2095
Pear,Pear 2,213.61,206.84,187.46,1.0327
Pear,Pear 2,217.1,208.21,185.34,1.0427
Pear,Pear 2,211.29,202.39,178.33,1.044
Pear,Pear 2,211.42,191.83,179.08,1.1021
Pear,Pear 2,211.83,186.14,183.09,1.138
Pear,Pear 2,212.46,180.46,178.46,1.1773
Pear,Pear 2,217.68,204.98,191.33,1.0619
Pear,Pear 2,205.39,185.24,172.3,1.1088
Pear,Pear 2,201.89,166.09,162.32,1.2155
Pear,Pear 2,214.29,204.47,181.6,1.048
Pear,Pear 2,217.29,208.63,186.2,1.0415
Pear,Pear 2,211.67,178.99,179.3,1.1826
Pear,Pear 2,214.52,207.6,184.68,1.0333
Pear,Pear 2,224.15,218.48,198.62,1.0259
Pear,Pear 2,195.92,186.8,155.38,1.0488
Pear,Pear 2,209.73,189.01,177.2,1.1097
Pear,Pear 2,212.93,189.77,184.77,1.122
Pear,Pear 2,211.68,192.11,179.37,1.1019
Pear,Pear 2,207.31,198.99,170.77,1.0418
Pear,Pear 2,224.04,218.16,197.93,1.0269
Pear,Pear 2,221.72,212.85,191.84,1.0417
Pear,Pear 2,220.85,213.54,195.26,1.0342
Pear,Pear 2,213.53,206.96,184.67,1.0318
Pear,Pear 2,222.63,216.87,197.74,1.0266
Pear,Pear 2,217.01,208.21,185.36,1.0423
Pear,Pear 2,224.05,218.75,199.82,1.0242
Pear,Pear 2,216.55,206.99,183.83,1.0462
Pear,Pear 2,174.83,162.84,134.5,1.0736
Pear,Pear 2,188.08,177.57,161.49,1.0592
Pear,Pear 2,210.15,196.34,184.28,1.0704
Pear,Pear 2,212.12,186.65,183.43,1.1364
Pear,Pear 2,175.78,163.61,135.2,1.0744
Pear,Pear 2,199.53,180.23,165.07,1.1071
Pear,Pear 2,204.75,186.61,173.37,1.0972
Pear,Pear 2,201.15,169.37,164.39,1.1877
Pear,Pear 2,193.12,152.71,145.24,1.2646
Pear,Pear 2,208.59,199.01,173.54,1.0481
Pear,Pear 2,204.17,186.02,177.76,1.0976
Pear,Pear 2,216.73,208.79,187.38,1.038
Pear,Pear 2,215.93,206.25,183.37,1.0469
Pear,Pear 2,178.11,167.62,147.17,1.0626
Pear,Pear 2,206.88,185.32,173.15,1.1163
Pear,Pear 2,201.6,167.35,163.99,1.2047
Pear,Pear 2,221.59,214.81,196.13,1.0316
Pear,Pear 2,217.48,208.18,185.44,1.0447
Pear,Pear 2,189.54,149.75,139.58,1.2657
Pear,Pear 2,215.3,197.93,188.18,1.0877
Pear,Pear 2,205.85,194.87,185.95,1.0564
Pear,Pear 2,174.09,162.6,136.05,1.0707
Pear,Pear 2,214.45,207.56,184.36,1.0332
Pear,Pear 2,212.6,180.5,178.78,1.1778
Pear,Pear 2,208.42,186.86,175.04,1.1154
Pear,Pear 2,223.94,217.96,197.59,1.0274
Pear,Pear 2,213.46,207.02,184.7,1.0311
Pear,Pear 2,206.7,196.73,170.31,1.0507
Pear,Pear 2,223.38,216.55,195.97,1.0316
Pear,Pear 2,191.67,177.85,147.4,1.0777
Pear,Pear 2,224.05,217.81,197.46,1.0286
Pear,Pear 2,214.34,195.2,186.95,1.0981
Pear,Pear 2,224.26,218.66,199.17,1.0256
Pear,Pear 2,218.09,210.0,188.57,1.0385
Pear,Pear 2,213.88,192.94,186.14,1.1085
Pear,Pear 2,212.45,203.69,180.2,1.043
Pear,Pear 2,217.54,210.89,188.43,1.0315
Pear,Pear 2,211.51,183.66,182.34,1.1516
Pear,Pear 2,202.45,181.03,172.96,1.1183
Pear,Pear 2,224.24,218.38,198.25,1.0268
Pear,Pear 2,221.88,215.43,196.67,1.0299
Pear,Pear 2,207.04,185.45,173.4,1.1164
Pear,Pear 2,207.38,185.77,173.76,1.1164
Pear,Pear 2,216.95,207.49,184.53,1.0456
Pear,Pear 2,216.75,207.31,184.2,1.0456
Pear,Pear 2,213.23,197.61,185.33,1.079
Pear,Pear 2,191.3,150.82,142.0,1.2685
Pear,Pear 2,201.66,178.91,170.93,1.1271
Pear,Pear 2,221.87,215.52,196.59,1.0295
Pear,Pear 2,223.55,218.27,199.46,1.0242
Pear,Pear 2,200.72,173.9,166.69,1.1543
Pear,Pear 2,214.19,207.44,184.35,1.0325
Pear,Pear 2,175.46,164.72,140.82,1.0652
Apple,Apple 7,176.37,174.03,142.56,1.0134
Apple,Apple 7,182.41,181.1,154.83,1.0072
Apple,Apple 7,179.76,178.66,151.43,1.0062
Apple,Apple 7,148.46,145.24,104.81,1.0222
Apple,Apple 7,198.33,197.57,176.24,1.0039
Apple,Apple 7,178.93,177.46,149.8,1.0083
Apple,Apple 7,198.14,197.28,175.64,1.0044
Apple,Apple 7,185.89,185.3,159.47,1.0032
Apple,Apple 7,189.94,188.38,165.07,1.0083
Apple,Apple 7,148.5,145.17,105.45,1.0229
Apple,Apple 7,187.93,187.08,164.15,1.0045
Apple,Apple 7,190.79,189.32,166.26,1.0077
Apple,Apple 7,198.31,197.62,177.42,1.0035
Apple,Apple 7,179.88,177.74,157.37,1.012
Apple,Apple 7,179.68,178.72,151.26,1.0054
Apple,Apple 7,149.25,143.36,106.18,1.0411
Apple,Apple 7,189.46,187.49,164.5,1.0105
Apple,Apple 7,197.89,197.11,175.39,1.0039
Apple,Apple 7,163.77,161.2,125.28,1.0159
Apple,Apple 7,190.73,189.12,166.13,1.0085
Apple,Apple 7,158.81,153.81,119.31,1.0325
Apple,Apple 7,149.06,142.95,107.59,1.0427
Apple,Apple 7,176.24,173.92,153.72,1.0133
Apple,Apple 7,179.85,178.28,150.91,1.0088
Apple,Apple 7,184.04,181.28,158.44,1.0152
Apple,Apple 7,178.83,177.49,149.76,1.0076
Apple,Apple 7,173.45,169.89,139.35,1.021
Apple,Apple 7,175.38,173.15,152.94,1.0129
Apple,Apple 7,149.46,145.91,108.23,1.0243
Apple,Apple 7,190.25,188.88,165.84,1.0072
Apple,Apple 7,179.86,178.68,151.5,1.0066
Apple,Apple 7,150.3,146.72,109.56,1.0244
Apple,Apple 7,179.1,176.81,146.4,1.013
Apple,Apple 7,191.9,191.38,166.99,1.0027
Apple,Apple 7,151.1,147.39,111.36,1.0251
Apple,Apple 7,187.12,186.56,160.98,1.003
Apple,Apple 7,149.63,146.03,108.34,1.0247
Apple,Apple 7,150.15,146.29,109.78,1.0264
Apple,Apple 7,161.34,158.66,122.01,1.0169
Apple,Apple 7,188.15,187.19,164.14,1.0051
Apple,Apple 7,175.93,172.73,142.74,1.0186
Apple,Apple 7,179.75,178.74,151.33,1.0057
Apple,Apple 7,165.21,160.89,128.18,1.0269
Apple,Apple 7,159.51,154.15,132.16,1.0347
Apple,Apple 7,148.08,141.99,105.61,1.0429
Apple,Apple 7,177.74,174.7,145.19,1.0174
Apple,Apple 7,188.96,187.81,164.71,1.0061
Apple,Apple 7,185.84,183.82,163.37,1.011
Apple,Apple 7,177.8,175.38,154.85,1.0138
Apple,Apple 7,175.45,173.23,153.07,1.0129
Apple,Apple 7,177.21,174.57,153.59,1.0151
Apple,Apple 7,188.16,187.03,163.63,1.006
Apple,Apple 7,148.68,145.06,106.54,1.025
Apple,Apple 7,151.85,148.32,113.79,1.0238
Apple,Apple 7,164.55,159.73,138.45,1.0302
Apple,Apple 7,158.82,156.08,118.7,1.0176
Apple,Apple 7,178.75,177.35,149.57,1.0079
Apple,Apple 7,188.41,186.68,166.3,1.0093
Apple,Apple 7,178.39,175.51,145.96,1.0164
Apple,Apple 7,181.49,179.29,158.89,1.0123
Apple,Apple 7,185.7,183.56,163.28,1.0117
Apple,Apple 7,185.24,182.58,159.52,1.0146
Apple,Apple 7,166.82,161.94,140.97,1.0301
Apple,Apple 7,180.16,178.65,151.32,1.0085
Apple,Apple 7,198.04,197.34,177.39,1.0035
Apple,Apple 7,168.55,164.54,132.74,1.0244
Apple,Apple 7,188.18,186.99,163.7,1.0064
Apple,Apple 7,162.14,159.4,123.0,1.0172
Apple,Apple 7,162.96,157.89,136.4,1.0321
Apple,Apple 7,190.51,189.96,165.21,1.0029
Apple,Apple 7,189.16,187.98,164.71,1.0063
Apple,Apple 7,175.49,173.33,153.14,1.0125
Apple,Apple 7,178.2,175.46,153.97,1.0156
Apple,Apple 7,184.31,183.76,161.06,1.003
Apple,Apple 7,179.77,178.72,151.38,1.0059
Apple,Apple 7,149.49,143.57,108.29,1.0412
Apple,Apple 7,160.14,154.97,132.98,1.0334
Apple,Apple 7,190.49,188.95,165.84,1.0082
Apple,Apple 7,179.8,177.57,147.47,1.0126
Apple,Apple 7,175.92,173.63,153.64,1.0132
Apple,Apple 7,198.55,197.83,177.75,1.0036
Apple,Apple 7,177.02,174.8,154.49,1.0127
Apple,Apple 7,179.55,178.57,151.19,1.0055
Apple,Apple 7,177.74,175.07,153.65,1.0153
Apple,Apple 7,184.4,183.85,157.45,1.003
Apple,Apple 7,183.1,182.44,155.7,1.0036
Apple,Apple 7,184.49,183.17,157.78,1.0072
Apple,Apple 7,179.62,177.51,157.24,1.0119
Apple,Apple 7,192.44,191.85,167.65,1.0031
Apple,Apple 7,179.51,177.91,150.36,1.009
Apple,Apple 7,179.64,178.11,150.6,1.0085
Apple,Apple 7,188.74,187.05,166.61,1.0091
Apple,Apple 7,186.52,184.15,161.07,1.0129
Apple,Apple 7,181.61,178.85,155.95,1.0154
Apple,Apple 7,182.78,182.06,155.32,1.004
Apple,Apple 7,184.24,183.6,160.84,1.0035
Apple,Apple 7,154.78,149.46,113.76,1.0356
Apple,Apple 7,180.07,178.58,151.18,1.0083
Apple,Apple 7,182.66,181.24,155.03,1.0078
Apple,Apple 7,176.47,174.45,154.2,1.0116
Apple,Apple 7,180.09,177.19,154.67,1.0164
Apple,Apple 7,176.28,173.94,153.88,1.0134
Apple,Apple 7,174.78,171.42,141.23,1.0196
Apple,Apple 7,197.08,196.22,174.05,1.0044
Apple,Apple 7,189.81,189.37,164.5,1.0023
Apple,Apple 7,192.38,191.21,170.71,1.0061
Apple,Apple 7,180.3,178.74,151.51,1.0087
Apple,Apple 7,179.49,178.46,151.09,1.0057
Apple,Apple 7,182.88,182.1,155.67,1.0043
Apple,Apple 7,198.67,197.89,176.89,1.0039
Apple,Apple 7,198.64,197.86,177.91,1.0039
Apple,Apple 7,198.7,198.02,177.28,1.0034
Apple,Apple 7,198.54,197.76,176.67,1.0039
Apple,Apple 7,179.65,178.61,151.28,1.0058
Apple,Apple 7,177.92,175.66,144.75,1.0129
Apple,Apple 7,181.58,180.77,153.99,1.0045
Apple,Apple 7,186.1,185.53,162.5,1.0031
Apple,Apple 7,194.75,194.09,170.58,1.0034
Apple,Apple 7,150.2,146.55,109.64,1.0249
Apple,Apple 7,148.23,144.98,104.8,1.0224
Apple,Apple 7,195.25,194.42,174.07,1.0043
Apple,Apple 7,191.07,189.64,169.23,1.0075
Apple,Apple 7,159.16,153.91,131.78,1.0341
Apple,Apple 7,181.18,180.45,153.32,1.004
Apple,Apple 7,177.48,175.33,154.95,1.0122
Apple,Apple 7,196.67,195.87,173.49,1.0041
Apple,Apple 7,151.18,147.47,112.04,1.0251
Apple,Apple 7,176.09,173.96,153.77,1.0122
Apple,Apple 7,173.52,168.76,147.93,1.0282
Apple,Apple 7,178.12,175.47,154.43,1.0151
Apple,Apple 7,179.12,177.0,156.76,1.0119
Apple,Apple 7,182.76,180.67,160.17,1.0116
Apple,Apple 7,185.15,182.55,159.56,1.0143
Apple,Apple 7,151.9,148.21,114.01,1.0249
Apple,Apple 7,176.63,174.54,154.31,1.012
Apple,Apple 7,186.13,185.55,159.72,1.0031
Apple,Apple 7,181.75,178.88,155.92,1.016
Apple,Apple 7,180.17,177.35,154.64,1.0159
Apple,Apple 7,157.22,151.96,117.08,1.0347
Apple,Apple 7,191.73,191.18,166.79,1.0029
Apple,Apple 7,180.39,178.85,151.65,1.0086
Apple,Apple 7,148.46,145.06,105.22,1.0234
Apple,Apple 7,189.37,187.29,164.42,1.0111
Apple,Apple 7,181.36,179.98,153.13,1.0077
Apple,Apple 7,183.02,180.26,157.38,1.0153
Apple,Apple 7,195.59,194.87,171.91,1.0037
Apple,Apple 7,154.99,152.22,113.66,1.0182
Apple,Apple 7,176.15,173.75,153.51,1.0138
Apple,Apple 7,178.87,176.09,153.56,1.0158
Apple,Apple 7,198.74,198.06,177.69,1.0034
Apple,Apple 7,192.15,191.55,167.27,1.0031
Apple,Apple 7,181.29,178.59,149.79,1.0151
Apple,Apple 7,189.49,187.67,164.57,1.0097
Apple,Apple 7,188.6,186.94,166.48,1.0089
Apple,Apple 7,178.67,176.56,156.36,1.0119
Apple,Apple 7,195.3,194.36,174.16,1.0048
Apple,Apple 7,162.26,157.27,135.61,1.0317
Apple,Apple 7,172.84,169.28,138.61,1.021
Apple,Apple 7,187.29,185.46,165.06,1.0099
Apple,Apple 7,176.21,173.76,153.4,1.0141
Apple,Apple 7,148.5,145.08,105.9,1.0236
Apple,Apple 7,179.46,177.84,150.27,1.0091
Apple,Apple 7,181.17,178.61,149.58,1.0143
Apple,Apple 7,186.38,185.71,162.97,1.0036
Apple,Apple 7,178.7,176.02,154.12,1.0152
Apple,Apple 7,151.29,147.58,111.87,1.0251
Apple,Apple 7,176.96,174.7,143.38,1.013
Apple,Apple 7,181.36,178.87,149.76,1.0139
Apple,Apple 7,181.11,178.88,158.58,1.0124
Apple,Apple 7,183.36,181.95,156.16,1.0077
Apple,Apple 7,190.92,189.35,166.38,1.0083
Apple,Apple 7,188.33,186.11,163.15,1.0119
Apple,Apple 7,180.01,178.42,151.07,1.0089
Apple,Apple 7,191.21,189.61,166.76,1.0085
Apple,Apple 7,150.5,147.27,107.57,1.0219
Apple,Apple 7,150.31,146.56,109.9,1.0256
Apple,Apple 7,167.39,164.84,130.2,1.0154
Apple,Apple 7,187.92,187.43,161.94,1.0026
Apple,Apple 7,196.59,195.82,173.34,1.004
Apple,Apple 7,190.55,188.84,165.95,1.0091
Apple,Apple 7,149.72,143.62,108.34,1.0425
Apple,Apple 7,177.37,175.29,154.91,1.0119
Apple,Apple 7,189.56,187.55,164.56,1.0107
Apple,Apple 7,182.04,179.85,159.34,1.0122
Apple,Apple 7,177.44,174.26,144.81,1.0182
Apple,Apple 7,178.78,176.75,156.45,1.0115
Apple,Apple 7,150.8,147.06,112.11,1.0255
Apple,Apple 7,180.72,178.42,148.79,1.0129
Apple,Apple 7,155.87,150.23,127.66,1.0375
Apple,Apple 7,179.27,177.72,150.09,1.0087
Apple,Apple 7,179.62,177.58,157.13,1.0115
Apple,Apple 7,148.39,142.33,106.51,1.0426
Apple,Apple 7,178.96,177.57,149.98,1.0079
Apple,Apple 7,175.53,173.48,153.2,1.0118
Apple,Apple 7,196.42,195.63,175.35,1.004
Apple,Apple 7,197.81,197.01,175.35,1.0041
Apple,Apple 7,148.55,142.45,106.64,1.0428
Apple,Apple 7,148.59,142.57,105.42,1.0422
Apple,Apple 7,183.4,182.04,156.23,1.0075
Apple,Apple 7,179.97,177.28,148.12,1.0152
Apple,Apple 7,149.52,146.0,108.02,1.0241
Apple,Apple 7,177.97,175.31,153.75,1.0152
Apple,Apple 7,179.74,178.09,150.56,1.0092
Apple,Apple 7,187.53,185.63,165.26,1.0102
Apple,Apple 7,176.0,173.74,153.74,1.013
Apple,Apple 7,148.42,142.22,105.74,1.0436
Apple,Apple 7,179.13,176.25,153.75,1.0163
Apple,Apple 7,172.39,167.46,146.65,1.0294
Apple,Apple 7,180.85,179.34,152.32,1.0084
Apple,Apple 7,184.45,182.33,161.9,1.0117
Apple,Apple 7,162.71,158.06,124.76,1.0294
Apple,Apple 7,181.67,178.8,156.13,1.0161
Apple,Apple 7,175.75,173.46,153.37,1.0132
Apple,Apple 7,148.31,142.12,105.35,1.0436
Apple,Apple 7,152.4,149.38,110.17,1.0202
Apple,Apple 7,175.39,173.22,152.98,1.0125
Apple,Apple 7,148.55,145.0,106.49,1.0245
Apple,Apple 7,175.3,173.06,141.08,1.013
Apple,Apple 7,176.88,174.36,153.73,1.0144
Apple,Apple 7,178.74,175.87,153.57,1.0164
Apple,Apple 7,190.12,189.61,164.81,1.0027
Apple,Apple 7,184.31,182.26,161.79,1.0112
Apple,Apple 7,181.16,179.02,158.58,1.012
Apple,Apple 7,178.67,175.93,154.25,1.0156
Apple,Apple 7,181.36,179.0,149.75,1.0131
Apple,Apple 7,182.52,181.13,154.93,1.0076
Apple,Apple 7,182.94,180.25,157.12,1.0149
Apple,Apple 7,192.53,192.01,167.77,1.0027
Apple,Apple 7,187.98,185.66,162.82,1.0125
Apple,Apple 7,179.68,176.81,147.73,1.0162
Apple,Apple 7,184.14,181.4,158.26,1.0151
Apple,Apple 7,189.38,188.1,164.96,1.0068
Apple,Apple 7,191.37,190.04,169.53,1.007
Apple,Apple 7,184.18,182.04,161.72,1.0117
Apple,Apple 7,193.22,192.05,171.81,1.0061
Apple,Apple 7,165.64,163.13,127.8,1.0154
Apple,Apple 7,198.82,198.17,177.91,1.0033
Apple,Apple 7,189.73,188.0,164.85,1.0092
Apple,Apple 7,181.17,180.39,153.23,1.0044
Apple,Apple 7,149.32,143.06,106.86,1.0437
Apple,Apple 7,189.89,188.24,167.87,1.0087
Apple,Apple 7,180.63,178.3,148.69,1.0131
Apple,Apple 7,164.46,159.95,127.18,1.0282
Apple,Apple 7,192.41,191.16,170.8,1.0066
Apple,Apple 7,195.8,195.05,172.15,1.0038
Apple,Apple 7,199.31,198.62,178.26,1.0035
Apple,Apple 7,194.96,194.24,170.87,1.0037
Apple,Apple 7,180.29,177.37,154.62,1.0164
Apple,Apple 7,183.15,182.38,155.9,1.0042
Apple,Apple 7,179.7,178.16,150.55,1.0086
Apple,Apple 7,148.11,144.61,105.67,1.0242
Apple,Apple 7,194.05,193.38,169.66,1.0035
Apple,Apple 7,148.37,142.43,104.93,1.0417
Apple,Apple 7,186.56,184.05,161.15,1.0136
Apple,Apple 7,194.23,193.25,172.95,1.005
Apple,Apple 7,198.55,197.88,177.69,1.0034
Apple,Apple 7,178.9,176.1,154.19,1.0159
Apple,Apple 7,183.29,181.97,156.05,1.0073
Apple,Apple 7,151.47,147.65,112.3,1.0259
Apple,Apple 7,171.67,169.26,136.04,1.0142
Apple,Apple 7,179.59,178.52,151.25,1.006
Apple,Apple 7,176.24,173.87,153.3,1.0136
Apple,Apple 7,152.74,149.12,115.95,1.0243
Apple,Apple 7,188.84,188.32,163.22,1.0028
Apple,Apple 7,169.26,165.27,133.66,1.0241
Apple,Apple 7,181.27,178.83,149.62,1.0137
Apple,Apple 7,149.4,143.23,106.62,1.0431
Apple,Apple 7,148.61,143.0,107.45,1.0392
Apple,Apple 7,167.75,165.34,130.65,1.0145
Apple,Apple 7,187.0,186.49,160.91,1.0027
Apple,Apple 7,178.89,177.46,149.88,1.008
Apple,Apple 7,152.34,148.75,115.87,1.0241
Apple,Apple 7,185.3,184.09,158.97,1.0066
Apple,Apple 7,175.9,173.81,153.68,1.012
Apple,Apple 7,171.01,168.76,135.25,1.0133
Apple,Apple 7,184.52,183.29,157.82,1.0067
Apple,Apple 7,148.28,144.94,105.44,1.0231
Apple,Apple 7,177.08,174.49,153.7,1.0148
Apple,Apple 7,185.38,184.13,159.1,1.0068
Apple,Apple 7,148.44,145.12,105.93,1.0229
Apple,Apple 7,171.09,167.39,136.19,1.0221
Apple,Apple 7,186.28,184.31,163.77,1.0107
Apple,Apple 7,183.76,183.01,156.59,1.0041
Apple,Apple 7,186.36,185.11,160.39,1.0068
Apple,Apple 7,194.19,193.48,169.82,1.0036
Apple,Apple 7,186.78,184.35,161.29,1.0131
Apple,Apple 7,189.34,187.99,164.76,1.0072
Apple,Apple 7,197.11,196.43,176.19,1.0035
Apple,Apple 7,193.45,192.85,169.02,1.0031
Apple,Apple 7,189.88,189.36,164.56,1.0027
Apple,Apple 7,157.03,154.18,116.33,1.0185
Apple,Apple 7,177.49,174.93,153.81,1.0146
Apple,Apple 7,187.26,186.68,161.07,1.0031
Apple,Apple 7,151.99,148.23,114.35,1.0254
Apple,Apple 7,148.07,142.05,106.24,1.0424
Apple,Apple 7,196.19,195.36,175.26,1.0042
Apple,Apple 7,180.28,178.69,151.5,1.0089
Apple,Apple 7,198.06,197.28,175.89,1.004
Apple,Apple 7,179.91,178.43,151.04,1.0083
Apple,Apple 7,179.02,177.59,150.01,1.0081
Apple,Apple 7,195.88,195.08,172.26,1.0041
Apple,Apple 7,194.4,193.37,173.08,1.0053
Apple,Apple 7,181.38,180.59,153.75,1.0044
Apple,Apple 7,186.45,185.8,162.92,1.0035
Apple,Apple 7,185.91,183.9,163.49,1.0109
Apple,Apple 7,194.86,194.13,170.84,1.0037
Apple,Apple 7,148.48,142.34,106.31,1.0431
Apple,Apple 7,195.79,195.07,172.09,1.0037
Apple,Apple 7,152.58,148.84,115.96,1.0251
Apple,Apple 7,149.35,143.29,106.67,1.0422
Apple,Apple 7,191.06,189.74,169.18,1.007
Apple,Apple 7,199.19,198.38,177.65,1.0041
Apple,Apple 7,181.27,180.39,153.58,1.0049
Apple,Apple 7,190.01,188.49,167.94,1.0081
Apple,Apple 7,198.53,197.71,176.48,1.0041
Apple,Apple 7,190.15,189.66,164.78,1.0026
Apple,Apple 7,181.53,180.91,158.63,1.0035
Apple,Apple 7,179.5,177.22,146.97,1.0129
Apple,Apple 7,188.23,186.07,163.08,1.0116
Apple,Apple 7,189.35,188.16,165.04,1.0063
Apple,Apple 7,190.03,188.74,165.65,1.0069
Apple,Apple 7,181.77,180.28,153.75,1.0082
Apple,Apple 7,190.14,188.61,168.09,1.0081
Apple,Apple 7,150.38,144.84,107.81,1.0383
Apple,Apple 7,181.05,178.41,149.54,1.0148
Apple,Apple 7,197.26,196.5,174.34,1.0039
Apple,Apple 7,198.91,198.18,177.48,1.0037
Apple,Apple 7,193.78,193.18,169.36,1.0031
Apple,Apple 7,193.52,192.86,169.02,1.0034
Apple,Apple 7,150.73,147.02,111.8,1.0253
Apple,Apple 7,150.16,146.65,109.71,1.0239
Apple,Apple 7,180.84,179.33,152.37,1.0084
Apple,Apple 7,151.79,148.07,114.23,1.0251
Apple,Apple 7,183.12,180.96,160.5,1.0119
Apple,Apple 7,184.58,183.25,157.92,1.0072
Apple,Apple 7,193.35,192.25,171.85,1.0058
Apple,Apple 7,187.64,186.77,163.83,1.0047
Apple,Apple 7,188.23,187.61,162.25,1.0033
Apple,Apple 7,148.61,142.37,106.36,1.0438
Apple,Apple 7,176.75,174.28,153.8,1.0141
Apple,Apple 7,173.44,171.13,138.53,1.0135
